state code,date,visits,clinic,notes
FL,2026-02-18,5,Northside Health,seasonal spike expected
MT,2026-02-18,5,Lakeview Clinic,
MT,2026-02-18,4,Riverstone Medical,
MT,2026-02-18,2,Downtown Clinic,
NE,2026-02-18,4,Community Care,telehealth ok
NE,2026-02-18,5,Lakeview Clinic,seasonal spike expected
NE,2026-02-18,6,Riverstone Medical,
CT,2026-02-18,2,Northside Health,
CT,2026-02-18,2,Riverstone Medical,telehealth ok
CT,2026-02-18,6,Downtown Clinic,
AL,2026-02-18,3,Community Care,seasonal spike expected
AL,2026-02-18,6,Lakeview Clinic,seasonal spike expected
AL,2026-02-18,2,Riverstone Medical,telehealth ok
MD,2026-02-18,4,Riverstone Medical,telehealth ok
MD,2026-02-18,6,Lakeview Clinic,
MD,2026-02-18,3,Downtown Clinic,seasonal spike expected
ID,2026-02-18,5,Downtown Clinic,
ID,2026-02-18,3,Community Care,telehealth ok
ID,2026-02-18,3,Riverstone Medical,telehealth ok
ND,2026-02-18,5,Lakeview Clinic,telehealth ok
ND,2026-02-18,6,Riverstone Medical,seasonal spike expected
ND,2026-02-18,5,Downtown Clinic,
KS,2026-02-18,3,Northside Health,telehealth ok
KS,2026-02-18,4,Lakeview Clinic,telehealth ok
KS,2026-02-18,4,Community Care,seasonal spike expected
VT,2026-02-18,3,Downtown Clinic,
VT,2026-02-18,3,Northside Health,seasonal spike expected
VT,2026-02-18,2,Community Care,seasonal spike expected
MI,2026-02-18,3,Riverstone Medical,seasonal spike expected
MI,2026-02-18,5,Lakeview Clinic,
MI,2026-02-18,6,Downtown Clinic,seasonal spike expected
NY,2026-02-18,6,Community Care,
NY,2026-02-18,7,Northside Health,seasonal spike expected
NY,2026-02-18,3,Riverstone Medical,seasonal spike expected
UT,2026-02-18,5,Northside Health,seasonal spike expected
UT,2026-02-18,3,Riverstone Medical,telehealth ok
UT,2026-02-18,6,Community Care,
TX,2026-02-18,7,Northside Health,
TX,2026-02-18,4,Riverstone Medical,
TX,2026-02-18,5,Lakeview Clinic,seasonal spike expected
LA,2026-02-18,5,Lakeview Clinic,
LA,2026-02-18,6,Downtown Clinic,telehealth ok
LA,2026-02-18,5,Northside Health,telehealth ok
WV,2026-02-18,2,Riverstone Medical,seasonal spike expected
WV,2026-02-18,5,Northside Health,seasonal spike expected
WV,2026-02-18,3,Downtown Clinic,
NJ,2026-02-18,6,Downtown Clinic,
NJ,2026-02-18,2,Riverstone Medical,telehealth ok
NJ,2026-02-18,5,Lakeview Clinic,seasonal spike expected
NM,2026-02-18,5,Community Care,telehealth ok
NM,2026-02-18,4,Riverstone Medical,seasonal spike expected
NM,2026-02-18,4,Lakeview Clinic,seasonal spike expected
MN,2026-02-18,6,Northside Health,
MN,2026-02-18,2,Riverstone Medical,seasonal spike expected
MN,2026-02-18,5,Community Care,seasonal spike expected
MS,2026-02-18,2,Downtown Clinic,telehealth ok
MS,2026-02-18,2,Lakeview Clinic,
MS,2026-02-18,5,Riverstone Medical,telehealth ok
VA,2026-02-18,6,Northside Health,telehealth ok
VA,2026-02-18,4,Downtown Clinic,telehealth ok
VA,2026-02-18,4,Riverstone Medical,seasonal spike expected
AR,2026-02-18,5,Lakeview Clinic,
AR,2026-02-18,5,Riverstone Medical,seasonal spike expected
AR,2026-02-18,3,Community Care,
WY,2026-02-19,4,Northside Health,telehealth ok
WY,2026-02-19,5,Riverstone Medical,telehealth ok
WY,2026-02-19,4,Community Care,seasonal spike expected
OR,2026-02-19,2,Community Care,seasonal spike expected
OR,2026-02-19,4,Downtown Clinic,seasonal spike expected
OR,2026-02-19,5,Riverstone Medical,telehealth ok
CA,2026-02-19,4,Downtown Clinic,seasonal spike expected
CA,2026-02-19,6,Northside Health,
CA,2026-02-19,4,Community Care,seasonal spike expected
GA,2026-02-19,3,Downtown Clinic,
GA,2026-02-19,6,Riverstone Medical,seasonal spike expected
GA,2026-02-19,4,Lakeview Clinic,seasonal spike expected
AK,2026-02-19,5,Riverstone Medical,
AK,2026-02-19,3,Northside Health,telehealth ok
AK,2026-02-19,2,Lakeview Clinic,
HI,2026-02-19,3,Downtown Clinic,telehealth ok
HI,2026-02-19,4,Lakeview Clinic,seasonal spike expected
HI,2026-02-19,5,Riverstone Medical,
PA,2026-02-19,5,Community Care,
PA,2026-02-19,5,Riverstone Medical,seasonal spike expected
PA,2026-02-19,3,Lakeview Clinic,telehealth ok
AZ,2026-02-19,3,Northside Health,
AZ,2026-02-19,5,Community Care,
AZ,2026-02-19,2,Downtown Clinic,telehealth ok
RI,2026-02-19,4,Downtown Clinic,telehealth ok
RI,2026-02-19,2,Community Care,telehealth ok
RI,2026-02-19,6,Northside Health,telehealth ok
NC,2026-02-19,6,Northside Health,
NC,2026-02-19,6,Lakeview Clinic,
NC,2026-02-19,6,Community Care,
TN,2026-02-19,5,Lakeview Clinic,telehealth ok
TN,2026-02-19,5,Northside Health,seasonal spike expected
TN,2026-02-19,2,Downtown Clinic,seasonal spike expected
IL,2026-02-19,3,Lakeview Clinic,
IL,2026-02-19,4,Riverstone Medical,seasonal spike expected
IL,2026-02-19,3,Downtown Clinic,seasonal spike expected
NH,2026-02-19,6,Community Care,
NH,2026-02-19,5,Northside Health,telehealth ok
NH,2026-02-19,4,Downtown Clinic,telehealth ok
FL,2026-02-19,6,Lakeview Clinic,seasonal spike expected
FL,2026-02-19,6,Community Care,
FL,2026-02-19,5,Northside Health,seasonal spike expected
MT,2026-02-19,2,Lakeview Clinic,seasonal spike expected
MT,2026-02-19,6,Riverstone Medical,
MT,2026-02-19,4,Community Care,seasonal spike expected
NE,2026-02-19,3,Riverstone Medical,
NE,2026-02-19,3,Lakeview Clinic,
NE,2026-02-19,3,Community Care,telehealth ok
CT,2026-02-19,4,Downtown Clinic,seasonal spike expected
CT,2026-02-19,5,Community Care,
CT,2026-02-19,2,Lakeview Clinic,seasonal spike expected
AL,2026-02-19,2,Riverstone Medical,telehealth ok
AL,2026-02-19,6,Northside Health,
AL,2026-02-19,3,Downtown Clinic,
MD,2026-02-19,2,Northside Health,telehealth ok
MD,2026-02-19,3,Downtown Clinic,
MD,2026-02-19,3,Lakeview Clinic,seasonal spike expected
ID,2026-02-19,3,Riverstone Medical,seasonal spike expected
ID,2026-02-19,2,Downtown Clinic,
ID,2026-02-19,2,Lakeview Clinic,seasonal spike expected
ND,2026-02-19,2,Riverstone Medical,
ND,2026-02-19,2,Northside Health,
ND,2026-02-19,6,Downtown Clinic,
KS,2026-02-19,4,Northside Health,telehealth ok
KS,2026-02-19,2,Lakeview Clinic,telehealth ok
KS,2026-02-19,5,Riverstone Medical,
VT,2026-02-19,5,Lakeview Clinic,telehealth ok
VT,2026-02-19,3,Northside Health,
VT,2026-02-19,3,Community Care,
MI,2026-02-19,3,Community Care,seasonal spike expected
MI,2026-02-19,3,Lakeview Clinic,telehealth ok
MI,2026-02-19,5,Riverstone Medical,
NY,2026-02-19,3,Community Care,seasonal spike expected
NY,2026-02-19,3,Northside Health,telehealth ok
NY,2026-02-19,4,Lakeview Clinic,telehealth ok
UT,2026-02-19,3,Community Care,seasonal spike expected
UT,2026-02-19,4,Lakeview Clinic,seasonal spike expected
UT,2026-02-19,2,Riverstone Medical,telehealth ok
TX,2026-02-19,5,Lakeview Clinic,telehealth ok
TX,2026-02-19,6,Riverstone Medical,telehealth ok
TX,2026-02-19,4,Community Care,telehealth ok
LA,2026-02-19,5,Northside Health,seasonal spike expected
LA,2026-02-19,2,Riverstone Medical,
LA,2026-02-19,4,Community Care,telehealth ok
WV,2026-02-19,3,Northside Health,
WV,2026-02-19,4,Community Care,
WV,2026-02-19,5,Riverstone Medical,seasonal spike expected
NJ,2026-02-19,6,Community Care,telehealth ok
NJ,2026-02-19,3,Northside Health,
NJ,2026-02-19,3,Lakeview Clinic,seasonal spike expected
NM,2026-02-19,5,Lakeview Clinic,seasonal spike expected
NM,2026-02-19,5,Northside Health,seasonal spike expected
NM,2026-02-19,3,Downtown Clinic,
MN,2026-02-19,4,Riverstone Medical,telehealth ok
MN,2026-02-19,5,Northside Health,seasonal spike expected
MN,2026-02-19,6,Downtown Clinic,
MS,2026-02-19,6,Lakeview Clinic,seasonal spike expected
MS,2026-02-19,6,Riverstone Medical,telehealth ok
MS,2026-02-19,3,Community Care,telehealth ok
VA,2026-02-19,3,Downtown Clinic,seasonal spike expected
VA,2026-02-19,3,Community Care,
VA,2026-02-19,4,Northside Health,
AR,2026-02-19,3,Downtown Clinic,
AR,2026-02-19,6,Community Care,telehealth ok
AR,2026-02-19,4,Lakeview Clinic,
WY,2026-02-20,3,Downtown Clinic,seasonal spike expected
WY,2026-02-20,6,Northside Health,
WY,2026-02-20,6,Community Care,telehealth ok
OR,2026-02-20,4,Lakeview Clinic,telehealth ok
OR,2026-02-20,2,Riverstone Medical,seasonal spike expected
OR,2026-02-20,6,Northside Health,
CA,2026-02-20,7,Northside Health,seasonal spike expected
CA,2026-02-20,6,Community Care,telehealth ok
CA,2026-02-20,7,Riverstone Medical,telehealth ok
GA,2026-02-20,6,Riverstone Medical,telehealth ok
GA,2026-02-20,2,Northside Health,
GA,2026-02-20,4,Downtown Clinic,
AK,2026-02-20,3,Lakeview Clinic,telehealth ok
AK,2026-02-20,5,Community Care,telehealth ok
AK,2026-02-20,3,Downtown Clinic,
HI,2026-02-20,4,Lakeview Clinic,telehealth ok
HI,2026-02-20,3,Downtown Clinic,telehealth ok
HI,2026-02-20,3,Community Care,telehealth ok
PA,2026-02-20,2,Riverstone Medical,telehealth ok
PA,2026-02-20,4,Northside Health,seasonal spike expected
PA,2026-02-20,4,Downtown Clinic,telehealth ok
AZ,2026-02-20,2,Downtown Clinic,telehealth ok
AZ,2026-02-20,6,Northside Health,seasonal spike expected
AZ,2026-02-20,5,Riverstone Medical,telehealth ok
RI,2026-02-20,5,Community Care,
RI,2026-02-20,5,Riverstone Medical,telehealth ok
RI,2026-02-20,5,Lakeview Clinic,telehealth ok
NC,2026-02-20,6,Riverstone Medical,
NC,2026-02-20,2,Downtown Clinic,
NC,2026-02-20,2,Lakeview Clinic,
TN,2026-02-20,4,Riverstone Medical,telehealth ok
TN,2026-02-20,4,Community Care,seasonal spike expected
TN,2026-02-20,6,Downtown Clinic,telehealth ok
IL,2026-02-20,2,Riverstone Medical,
IL,2026-02-20,5,Downtown Clinic,seasonal spike expected
IL,2026-02-20,3,Northside Health,telehealth ok
NH,2026-02-20,6,Northside Health,telehealth ok
NH,2026-02-20,3,Riverstone Medical,
NH,2026-02-20,5,Lakeview Clinic,telehealth ok
FL,2026-02-20,7,Northside Health,telehealth ok
FL,2026-02-20,3,Community Care,
FL,2026-02-20,4,Lakeview Clinic,
MT,2026-02-20,5,Riverstone Medical,
MT,2026-02-20,5,Lakeview Clinic,
MT,2026-02-20,3,Northside Health,
NE,2026-02-20,5,Downtown Clinic,seasonal spike expected
NE,2026-02-20,2,Riverstone Medical,
NE,2026-02-20,5,Lakeview Clinic,telehealth ok
CT,2026-02-20,3,Downtown Clinic,seasonal spike expected
CT,2026-02-20,6,Community Care,telehealth ok
CT,2026-02-20,5,Riverstone Medical,telehealth ok
AL,2026-02-20,6,Riverstone Medical,
AL,2026-02-20,4,Downtown Clinic,seasonal spike expected
AL,2026-02-20,4,Lakeview Clinic,
MD,2026-02-20,5,Lakeview Clinic,
MD,2026-02-20,5,Northside Health,telehealth ok
MD,2026-02-20,5,Community Care,telehealth ok
ID,2026-02-20,4,Lakeview Clinic,telehealth ok
ID,2026-02-20,2,Downtown Clinic,
ID,2026-02-20,3,Northside Health,seasonal spike expected
ND,2026-02-20,6,Northside Health,seasonal spike expected
ND,2026-02-20,6,Community Care,telehealth ok
ND,2026-02-20,2,Lakeview Clinic,telehealth ok
KS,2026-02-20,2,Community Care,seasonal spike expected
KS,2026-02-20,4,Northside Health,seasonal spike expected
KS,2026-02-20,5,Riverstone Medical,seasonal spike expected
VT,2026-02-20,6,Northside Health,
VT,2026-02-20,6,Lakeview Clinic,
VT,2026-02-20,3,Riverstone Medical,seasonal spike expected
MI,2026-02-20,2,Community Care,seasonal spike expected
MI,2026-02-20,3,Downtown Clinic,telehealth ok
MI,2026-02-20,3,Lakeview Clinic,telehealth ok
NY,2026-02-20,4,Northside Health,seasonal spike expected
NY,2026-02-20,7,Riverstone Medical,seasonal spike expected
NY,2026-02-20,5,Community Care,seasonal spike expected
UT,2026-02-20,6,Downtown Clinic,telehealth ok
UT,2026-02-20,3,Riverstone Medical,seasonal spike expected
UT,2026-02-20,6,Northside Health,
TX,2026-02-20,3,Lakeview Clinic,
TX,2026-02-20,3,Community Care,
TX,2026-02-20,4,Northside Health,seasonal spike expected
LA,2026-02-20,4,Riverstone Medical,telehealth ok
LA,2026-02-20,2,Downtown Clinic,seasonal spike expected
LA,2026-02-20,2,Lakeview Clinic,seasonal spike expected
WV,2026-02-20,4,Lakeview Clinic,seasonal spike expected
WV,2026-02-20,4,Downtown Clinic,seasonal spike expected
WV,2026-02-20,3,Community Care,telehealth ok
NJ,2026-02-20,5,Lakeview Clinic,seasonal spike expected
NJ,2026-02-20,2,Downtown Clinic,seasonal spike expected
NJ,2026-02-20,3,Riverstone Medical,seasonal spike expected
NM,2026-02-20,5,Downtown Clinic,seasonal spike expected
NM,2026-02-20,5,Lakeview Clinic,telehealth ok
NM,2026-02-20,4,Northside Health,telehealth ok
MN,2026-02-20,3,Community Care,
MN,2026-02-20,2,Northside Health,
MN,2026-02-20,6,Riverstone Medical,telehealth ok
MS,2026-02-20,4,Downtown Clinic,seasonal spike expected
MS,2026-02-20,5,Lakeview Clinic,seasonal spike expected
MS,2026-02-20,3,Northside Health,seasonal spike expected
VA,2026-02-20,5,Downtown Clinic,telehealth ok
VA,2026-02-20,3,Lakeview Clinic,
VA,2026-02-20,4,Riverstone Medical,
AR,2026-02-20,4,Community Care,
AR,2026-02-20,2,Northside Health,seasonal spike expected
AR,2026-02-20,5,Downtown Clinic,telehealth ok
WY,2026-02-21,1,Northside Health,seasonal spike expected
WY,2026-02-21,1,Riverstone Medical,telehealth ok
WY,2026-02-21,2,Community Care,telehealth ok
OR,2026-02-21,4,Lakeview Clinic,seasonal spike expected
OR,2026-02-21,4,Downtown Clinic,telehealth ok
OR,2026-02-21,3,Northside Health,telehealth ok
CA,2026-02-21,2,Northside Health,seasonal spike expected
CA,2026-02-21,5,Community Care,telehealth ok
CA,2026-02-21,3,Lakeview Clinic,telehealth ok
GA,2026-02-21,2,Lakeview Clinic,telehealth ok
GA,2026-02-21,1,Downtown Clinic,telehealth ok
GA,2026-02-21,3,Riverstone Medical,
AK,2026-02-21,2,Downtown Clinic,telehealth ok
AK,2026-02-21,2,Riverstone Medical,telehealth ok
AK,2026-02-21,2,Northside Health,seasonal spike expected
HI,2026-02-21,3,Downtown Clinic,telehealth ok
HI,2026-02-21,5,Northside Health,seasonal spike expected
HI,2026-02-21,3,Community Care,telehealth ok
PA,2026-02-21,3,Northside Health,seasonal spike expected
PA,2026-02-21,4,Downtown Clinic,telehealth ok
PA,2026-02-21,4,Community Care,seasonal spike expected
AZ,2026-02-21,3,Community Care,seasonal spike expected
AZ,2026-02-21,3,Northside Health,seasonal spike expected
AZ,2026-02-21,5,Downtown Clinic,telehealth ok
RI,2026-02-21,5,Riverstone Medical,telehealth ok
RI,2026-02-21,1,Lakeview Clinic,
RI,2026-02-21,1,Downtown Clinic,seasonal spike expected
NC,2026-02-21,2,Community Care,seasonal spike expected
NC,2026-02-21,3,Riverstone Medical,telehealth ok
NC,2026-02-21,3,Northside Health,seasonal spike expected
TN,2026-02-21,3,Downtown Clinic,telehealth ok
TN,2026-02-21,4,Riverstone Medical,
TN,2026-02-21,5,Northside Health,seasonal spike expected
IL,2026-02-21,4,Downtown Clinic,
IL,2026-02-21,3,Lakeview Clinic,seasonal spike expected
IL,2026-02-21,1,Community Care,seasonal spike expected
NH,2026-02-21,4,Downtown Clinic,telehealth ok
NH,2026-02-21,1,Lakeview Clinic,seasonal spike expected
NH,2026-02-21,3,Riverstone Medical,telehealth ok
FL,2026-02-21,2,Community Care,telehealth ok
FL,2026-02-21,2,Lakeview Clinic,telehealth ok
FL,2026-02-21,5,Riverstone Medical,telehealth ok
MT,2026-02-21,2,Riverstone Medical,seasonal spike expected
MT,2026-02-21,1,Community Care,
MT,2026-02-21,4,Northside Health,
NE,2026-02-21,1,Northside Health,seasonal spike expected
NE,2026-02-21,1,Riverstone Medical,seasonal spike expected
NE,2026-02-21,4,Downtown Clinic,
CT,2026-02-21,3,Community Care,telehealth ok
CT,2026-02-21,3,Riverstone Medical,
CT,2026-02-21,1,Downtown Clinic,
AL,2026-02-21,3,Downtown Clinic,telehealth ok
AL,2026-02-21,3,Lakeview Clinic,seasonal spike expected
AL,2026-02-21,1,Northside Health,telehealth ok
MD,2026-02-21,3,Community Care,
MD,2026-02-21,3,Riverstone Medical,seasonal spike expected
MD,2026-02-21,3,Downtown Clinic,telehealth ok
ID,2026-02-21,4,Downtown Clinic,telehealth ok
ID,2026-02-21,1,Lakeview Clinic,seasonal spike expected
ID,2026-02-21,1,Community Care,seasonal spike expected
ND,2026-02-21,1,Community Care,telehealth ok
ND,2026-02-21,3,Northside Health,telehealth ok
ND,2026-02-21,1,Riverstone Medical,
KS,2026-02-21,2,Downtown Clinic,
KS,2026-02-21,2,Riverstone Medical,
KS,2026-02-21,4,Community Care,seasonal spike expected
VT,2026-02-21,4,Northside Health,telehealth ok
VT,2026-02-21,2,Riverstone Medical,
VT,2026-02-21,5,Lakeview Clinic,
MI,2026-02-21,2,Downtown Clinic,
MI,2026-02-21,4,Riverstone Medical,seasonal spike expected
MI,2026-02-21,3,Community Care,seasonal spike expected
NY,2026-02-21,4,Lakeview Clinic,seasonal spike expected
NY,2026-02-21,2,Northside Health,
NY,2026-02-21,6,Community Care,telehealth ok
UT,2026-02-21,1,Riverstone Medical,seasonal spike expected
UT,2026-02-21,3,Community Care,telehealth ok
UT,2026-02-21,1,Northside Health,telehealth ok
TX,2026-02-21,4,Lakeview Clinic,telehealth ok
TX,2026-02-21,4,Community Care,seasonal spike expected
TX,2026-02-21,3,Northside Health,telehealth ok
LA,2026-02-21,5,Community Care,
LA,2026-02-21,3,Lakeview Clinic,
LA,2026-02-21,1,Riverstone Medical,telehealth ok
WV,2026-02-21,5,Community Care,
WV,2026-02-21,1,Riverstone Medical,telehealth ok
WV,2026-02-21,2,Northside Health,telehealth ok
NJ,2026-02-21,2,Riverstone Medical,seasonal spike expected
NJ,2026-02-21,5,Northside Health,seasonal spike expected
NJ,2026-02-21,4,Downtown Clinic,telehealth ok
NM,2026-02-21,3,Northside Health,seasonal spike expected
NM,2026-02-21,3,Riverstone Medical,telehealth ok
NM,2026-02-21,4,Downtown Clinic,telehealth ok
MN,2026-02-21,4,Downtown Clinic,telehealth ok
MN,2026-02-21,2,Lakeview Clinic,
MN,2026-02-21,3,Riverstone Medical,
MS,2026-02-21,4,Northside Health,
MS,2026-02-21,5,Riverstone Medical,seasonal spike expected
MS,2026-02-21,5,Lakeview Clinic,
VA,2026-02-21,3,Community Care,seasonal spike expected
VA,2026-02-21,1,Downtown Clinic,
VA,2026-02-21,5,Northside Health,seasonal spike expected
AR,2026-02-21,3,Lakeview Clinic,telehealth ok
AR,2026-02-21,4,Northside Health,telehealth ok
AR,2026-02-21,1,Downtown Clinic,telehealth ok
WY,2026-02-22,5,Community Care,
WY,2026-02-22,2,Northside Health,seasonal spike expected
WY,2026-02-22,5,Riverstone Medical,
OR,2026-02-22,2,Community Care,telehealth ok
OR,2026-02-22,4,Lakeview Clinic,
OR,2026-02-22,3,Downtown Clinic,telehealth ok
CA,2026-02-22,4,Community Care,
CA,2026-02-22,5,Northside Health,telehealth ok
CA,2026-02-22,5,Lakeview Clinic,telehealth ok
GA,2026-02-22,3,Riverstone Medical,seasonal spike expected
GA,2026-02-22,2,Community Care,seasonal spike expected
GA,2026-02-22,2,Lakeview Clinic,telehealth ok
AK,2026-02-22,4,Downtown Clinic,seasonal spike expected
AK,2026-02-22,2,Riverstone Medical,seasonal spike expected
AK,2026-02-22,4,Community Care,telehealth ok
HI,2026-02-22,3,Community Care,
HI,2026-02-22,5,Riverstone Medical,
HI,2026-02-22,1,Northside Health,seasonal spike expected
PA,2026-02-22,5,Community Care,
PA,2026-02-22,5,Riverstone Medical,seasonal spike expected
PA,2026-02-22,5,Downtown Clinic,
AZ,2026-02-22,5,Lakeview Clinic,seasonal spike expected
AZ,2026-02-22,5,Northside Health,telehealth ok
AZ,2026-02-22,4,Community Care,seasonal spike expected
RI,2026-02-22,4,Lakeview Clinic,telehealth ok
RI,2026-02-22,2,Downtown Clinic,seasonal spike expected
RI,2026-02-22,3,Northside Health,seasonal spike expected
NC,2026-02-22,1,Community Care,telehealth ok
NC,2026-02-22,2,Lakeview Clinic,telehealth ok
NC,2026-02-22,3,Riverstone Medical,seasonal spike expected
TN,2026-02-22,2,Northside Health,telehealth ok
TN,2026-02-22,4,Community Care,seasonal spike expected
TN,2026-02-22,2,Lakeview Clinic,seasonal spike expected
IL,2026-02-22,3,Northside Health,
IL,2026-02-22,1,Downtown Clinic,seasonal spike expected
IL,2026-02-22,1,Riverstone Medical,telehealth ok
NH,2026-02-22,4,Lakeview Clinic,telehealth ok
NH,2026-02-22,5,Northside Health,seasonal spike expected
NH,2026-02-22,5,Riverstone Medical,telehealth ok
FL,2026-02-22,4,Riverstone Medical,
FL,2026-02-22,5,Downtown Clinic,seasonal spike expected
FL,2026-02-22,2,Lakeview Clinic,telehealth ok
MT,2026-02-22,5,Riverstone Medical,telehealth ok
MT,2026-02-22,3,Northside Health,telehealth ok
MT,2026-02-22,4,Community Care,telehealth ok
NE,2026-02-22,2,Lakeview Clinic,
NE,2026-02-22,1,Community Care,telehealth ok
NE,2026-02-22,1,Northside Health,seasonal spike expected
CT,2026-02-22,2,Northside Health,seasonal spike expected
CT,2026-02-22,3,Riverstone Medical,seasonal spike expected
CT,2026-02-22,1,Community Care,seasonal spike expected
AL,2026-02-22,5,Lakeview Clinic,seasonal spike expected
AL,2026-02-22,4,Riverstone Medical,telehealth ok
AL,2026-02-22,5,Northside Health,
MD,2026-02-22,4,Community Care,seasonal spike expected
MD,2026-02-22,5,Lakeview Clinic,seasonal spike expected
MD,2026-02-22,5,Northside Health,seasonal spike expected
ID,2026-02-22,1,Lakeview Clinic,seasonal spike expected
ID,2026-02-22,1,Community Care,telehealth ok
ID,2026-02-22,3,Downtown Clinic,
ND,2026-02-22,1,Community Care,
ND,2026-02-22,5,Lakeview Clinic,
ND,2026-02-22,2,Riverstone Medical,seasonal spike expected
KS,2026-02-22,5,Downtown Clinic,
KS,2026-02-22,4,Lakeview Clinic,
KS,2026-02-22,1,Northside Health,telehealth ok
VT,2026-02-22,3,Downtown Clinic,
VT,2026-02-22,2,Lakeview Clinic,
VT,2026-02-22,4,Community Care,seasonal spike expected
MI,2026-02-22,3,Riverstone Medical,telehealth ok
MI,2026-02-22,5,Community Care,seasonal spike expected
MI,2026-02-22,1,Lakeview Clinic,telehealth ok
NY,2026-02-22,6,Lakeview Clinic,seasonal spike expected
NY,2026-02-22,3,Riverstone Medical,telehealth ok
NY,2026-02-22,5,Downtown Clinic,seasonal spike expected
UT,2026-02-22,1,Riverstone Medical,seasonal spike expected
UT,2026-02-22,2,Community Care,seasonal spike expected
UT,2026-02-22,4,Lakeview Clinic,telehealth ok
TX,2026-02-22,6,Northside Health,telehealth ok
TX,2026-02-22,6,Downtown Clinic,
TX,2026-02-22,4,Lakeview Clinic,telehealth ok
LA,2026-02-22,4,Community Care,telehealth ok
LA,2026-02-22,2,Northside Health,telehealth ok
LA,2026-02-22,3,Lakeview Clinic,telehealth ok
WV,2026-02-22,2,Riverstone Medical,telehealth ok
WV,2026-02-22,2,Northside Health,telehealth ok
WV,2026-02-22,5,Community Care,telehealth ok
NJ,2026-02-22,2,Riverstone Medical,telehealth ok
NJ,2026-02-22,1,Community Care,seasonal spike expected
NJ,2026-02-22,2,Downtown Clinic,
NM,2026-02-22,5,Lakeview Clinic,telehealth ok
NM,2026-02-22,2,Downtown Clinic,telehealth ok
NM,2026-02-22,5,Northside Health,
MN,2026-02-22,5,Community Care,telehealth ok
MN,2026-02-22,4,Northside Health,
MN,2026-02-22,5,Riverstone Medical,seasonal spike expected
MS,2026-02-22,1,Lakeview Clinic,seasonal spike expected
MS,2026-02-22,1,Northside Health,
MS,2026-02-22,2,Downtown Clinic,
VA,2026-02-22,3,Lakeview Clinic,seasonal spike expected
VA,2026-02-22,5,Community Care,telehealth ok
VA,2026-02-22,1,Northside Health,telehealth ok
AR,2026-02-22,4,Northside Health,seasonal spike expected
AR,2026-02-22,4,Riverstone Medical,telehealth ok
AR,2026-02-22,5,Lakeview Clinic,telehealth ok
WY,2026-02-23,4,Downtown Clinic,seasonal spike expected
WY,2026-02-23,5,Community Care,telehealth ok
WY,2026-02-23,3,Riverstone Medical,seasonal spike expected
OR,2026-02-23,3,Northside Health,telehealth ok
OR,2026-02-23,3,Downtown Clinic,telehealth ok
OR,2026-02-23,6,Community Care,telehealth ok
CA,2026-02-23,5,Riverstone Medical,seasonal spike expected
CA,2026-02-23,5,Community Care,telehealth ok
CA,2026-02-23,3,Lakeview Clinic,
GA,2026-02-23,5,Lakeview Clinic,seasonal spike expected
GA,2026-02-23,2,Downtown Clinic,
GA,2026-02-23,5,Northside Health,telehealth ok
AK,2026-02-23,5,Lakeview Clinic,seasonal spike expected
AK,2026-02-23,2,Community Care,telehealth ok
AK,2026-02-23,2,Riverstone Medical,telehealth ok
HI,2026-02-23,6,Downtown Clinic,telehealth ok
HI,2026-02-23,5,Riverstone Medical,telehealth ok
HI,2026-02-23,5,Community Care,seasonal spike expected
PA,2026-02-23,2,Downtown Clinic,
PA,2026-02-23,6,Riverstone Medical,
PA,2026-02-23,2,Northside Health,seasonal spike expected
AZ,2026-02-23,4,Lakeview Clinic,seasonal spike expected
AZ,2026-02-23,6,Community Care,telehealth ok
AZ,2026-02-23,4,Downtown Clinic,
RI,2026-02-23,3,Downtown Clinic,telehealth ok
RI,2026-02-23,4,Riverstone Medical,
RI,2026-02-23,2,Lakeview Clinic,seasonal spike expected
NC,2026-02-23,3,Lakeview Clinic,
NC,2026-02-23,5,Downtown Clinic,
NC,2026-02-23,4,Riverstone Medical,
TN,2026-02-23,5,Lakeview Clinic,
TN,2026-02-23,5,Community Care,
TN,2026-02-23,3,Downtown Clinic,telehealth ok
IL,2026-02-23,4,Riverstone Medical,seasonal spike expected
IL,2026-02-23,6,Northside Health,seasonal spike expected
IL,2026-02-23,6,Downtown Clinic,seasonal spike expected
NH,2026-02-23,5,Lakeview Clinic,telehealth ok
NH,2026-02-23,2,Community Care,seasonal spike expected
NH,2026-02-23,3,Riverstone Medical,seasonal spike expected
FL,2026-02-23,4,Riverstone Medical,seasonal spike expected
FL,2026-02-23,3,Lakeview Clinic,telehealth ok
FL,2026-02-23,5,Downtown Clinic,seasonal spike expected
MT,2026-02-23,3,Lakeview Clinic,telehealth ok
MT,2026-02-23,6,Downtown Clinic,
MT,2026-02-23,2,Northside Health,seasonal spike expected
NE,2026-02-23,4,Riverstone Medical,telehealth ok
NE,2026-02-23,6,Lakeview Clinic,telehealth ok
NE,2026-02-23,4,Downtown Clinic,
CT,2026-02-23,5,Riverstone Medical,seasonal spike expected
CT,2026-02-23,5,Downtown Clinic,telehealth ok
CT,2026-02-23,2,Northside Health,seasonal spike expected
AL,2026-02-23,4,Northside Health,telehealth ok
AL,2026-02-23,4,Riverstone Medical,seasonal spike expected
AL,2026-02-23,5,Downtown Clinic,seasonal spike expected
MD,2026-02-23,2,Lakeview Clinic,telehealth ok
MD,2026-02-23,3,Northside Health,telehealth ok
